,,BLEU,ROUGE1,ROUGE2,ROUGEL,BERT_P,BERT_R,BERT_F1
mistral_test-primera_visita_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.13611537170317467,0.4605543710021322,0.1841541755888651,0.1961620469083156,0.714093804359436,0.6760492920875549,0.6945509314537048
mistral_test-primera_visita_42583690-5EF3-4D85-ADCC-F4D0AC9D0897-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_42583690-5EF3-4D85-ADCC-F4D0AC9D0897.txt_with_template.txt,0.10344310578284537,0.37522123893805315,0.0994671403197158,0.1663716814159292,0.6867799758911133,0.7159122228622437,0.7010436058044434
mistral_test-consulta_42583690-5EF3-4D85-ADCC-F4D0AC9D0897-chain_of_thought_temp_0.2.json,respuesta_consulta_42583690-5EF3-4D85-ADCC-F4D0AC9D0897.txt_with_template.txt,0.10753487619063277,0.40684410646387825,0.133587786259542,0.17490494296577946,0.7199311256408691,0.7035610675811768,0.7116519808769226
deepseek-r1:14b_test-consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E--chunked_temp_0.2.json,respuesta_consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.06921838615847609,0.096,0.008032128514056226,0.052000000000000005,0.7208899259567261,0.7133499383926392,0.7171000838279724
deepseek-r1:14b_test-consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6-template_temp_0.2.json,respuesta_consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6.txt_with_template.txt,0.08052141202713424,0.3053435114503817,0.038314176245210725,0.15267175572519084,0.7105698585510254,0.70494544506073,0.7077464461326599
llama3.1_test-primera_visita_DC089D0E-199C-4175-A397-FDC478446E22-chain_of_thought_temp_0.2.json,respuesta_primera_visita_DC089D0E-199C-4175-A397-FDC478446E22.txt_with_template.txt,0.10776582774513337,0.3805825242718447,0.08187134502923978,0.16699029126213594,0.7223755717277527,0.7219085693359375,0.7221419811248779
llama3.2_test-consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C-chain_of_thought_temp_0.2.json,respuesta_consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C.txt_with_template.txt,0.10778236087936277,0.37970540098199673,0.1116584564860427,0.1636661211129296,0.7399098873138428,0.7450917959213257,0.7424917817115784
llama3.1_test-consulta_37580D0A-AFC1-4145-9E5E-D57E25B997DF-chain_of_thought_temp_0.2.json,respuesta_consulta_37580D0A-AFC1-4145-9E5E-D57E25B997DF.txt_with_template.txt,0.099090837111368,0.2812006319115324,0.06022187004754359,0.1548183254344392,0.6724548935890198,0.6762593984603882,0.6743517518043518
qwen:14b_test-consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D-stepwise_refinement_temp_0.8.json,respuesta_consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.010720831488678889,0.1568627450980392,0.011267605633802816,0.08403361344537814,0.6573932766914368,0.6014108657836914,0.6281572580337524
phi4_test-primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06-few-shot_examples_temp_0.8.json,respuesta_primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.10042047102303411,0.3753943217665615,0.0917721518987342,0.14511041009463724,0.7363831996917725,0.7236974239349365,0.729985237121582
deepseek-r1:8b_test-consulta_72B5880F-98BD-4656-8EB8-D0749915ED27-stepwise_refinement_temp_0.8.json,respuesta_consulta_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.03452529777170887,0.06436781609195402,0.0,0.03218390804597701,0.6697667837142944,0.6617833375930786,0.6657510995864868
deepseek-r1:14b_test-primera_visita_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D-few-shot_examples_temp_0.2.json,respuesta_primera_visita_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.06695837952908165,0.048582995951417005,0.0040650406504065045,0.02834008097165992,0.6720796823501587,0.6908650398254395,0.6813428997993469
llama3.2_test-primera_visita_88124EA7-DD57-4CF0-A669-862B3A191103-few-shot_examples_temp_0.2.json,respuesta_primera_visita_88124EA7-DD57-4CF0-A669-862B3A191103.txt_with_template.txt,0.11377925039136019,0.3853564547206165,0.1353965183752418,0.18111753371868977,0.7072559595108032,0.7245278358459473,0.7157877087593079
deepseek-r1:14b_test-consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D--chunked_temp_0.2.json,respuesta_consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.0478018073396268,0.055319148936170216,0.0,0.02978723404255319,0.6425383687019348,0.6057255864143372,0.6235891580581665
deepseek-r1:14b_test-primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06--chunked_temp_0.8.json,respuesta_primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.07313647746870328,0.06802721088435373,0.010238907849829351,0.04421768707482993,0.6992529630661011,0.7022192478179932,0.700732946395874
llama3.2_test-consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E-chain_of_thought_temp_0.2.json,respuesta_consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.0914470060811213,0.2754303599374022,0.05023547880690738,0.14710485133020343,0.7017372250556946,0.6764233708381653,0.6888477802276611
phi4_test-primera_visita_E1706C92-574B-4C9A-97FD-633412F357E0-few-shot_examples_temp_0.2.json,respuesta_primera_visita_E1706C92-574B-4C9A-97FD-633412F357E0.txt_with_template.txt,0.07849757665119517,0.1252059308072488,0.01652892561983471,0.056013179571663914,0.7180662155151367,0.7186902761459351,0.7183781266212463
llama3.2_test-primera_visita_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F-chain_of_thought_temp_0.2.json,respuesta_primera_visita_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F.txt_with_template.txt,0.1273161870620466,0.3465346534653465,0.12251655629139073,0.1551155115511551,0.7209506630897522,0.7276207208633423,0.7242702841758728
llama3.1_test-consulta_42583690-5EF3-4D85-ADCC-F4D0AC9D0897--chunked_temp_0.8.json,respuesta_consulta_42583690-5EF3-4D85-ADCC-F4D0AC9D0897.txt_with_template.txt,0.06113656651963703,0.475,0.23115577889447236,0.315,0.7495690584182739,0.702351987361908,0.7251927852630615
llama3.1_test-consulta_AA7F4069-3FAD-411E-AEDE-1D299321E3B8--chunked_temp_0.8.json,respuesta_consulta_AA7F4069-3FAD-411E-AEDE-1D299321E3B8.txt_with_template.txt,0.07326138844116155,0.4434782608695652,0.20087336244541482,0.30000000000000004,0.7087121605873108,0.7112435102462769,0.7099756002426147
llama3.2_test-consulta_72B5880F-98BD-4656-8EB8-D0749915ED27--chunked_temp_0.8.json,respuesta_consulta_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.16880705018889508,0.5086342229199372,0.21732283464566932,0.29199372056514916,0.7902361154556274,0.7812700271606445,0.7857274413108826
deepseek-r1:8b_test-primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189-chain_of_thought_temp_0.2.json,respuesta_primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.05087979275700011,0.1015625,0.00784313725490196,0.0546875,0.6492086052894592,0.6385286450386047,0.6438243389129639
deepseek-r1:14b_test-primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E-chain_of_thought_temp_0.2.json,respuesta_primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.05263379808246771,0.10084033613445378,0.0042194092827004225,0.0630252100840336,0.7242351770401001,0.732239842414856,0.7282155156135559
mistral_test-primera_visita_42583690-5EF3-4D85-ADCC-F4D0AC9D0897--chunked_temp_0.2.json,respuesta_primera_visita_42583690-5EF3-4D85-ADCC-F4D0AC9D0897.txt_with_template.txt,0.11525586546713068,0.5108055009823183,0.22879684418145957,0.30255402750491156,0.7773422002792358,0.7857092022895813,0.7815032601356506
llama3.1_test-consulta_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B-few-shot_examples_temp_0.2.json,respuesta_consulta_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B.txt_with_template.txt,9.511981195334106e-08,0.030418250950570346,0.0,0.030418250950570346,0.5989416837692261,0.5078982710838318,0.5496756434440613
deepseek-r1:8b_test-consulta_A7642DB6-E963-4E3E-B804-91BE49DFDBFE--chunked_temp_0.8.json,respuesta_consulta_A7642DB6-E963-4E3E-B804-91BE49DFDBFE.txt_with_template.txt,0.07366347595585213,0.07801418439716312,0.0,0.04964539007092199,0.685644268989563,0.6993756294250488,0.6924418807029724
llama3.1_test-consulta_72B5880F-98BD-4656-8EB8-D0749915ED27-template_temp_0.8.json,respuesta_consulta_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.11614420183834379,0.4524714828897339,0.1488549618320611,0.18250950570342203,0.7596301436424255,0.7662830352783203,0.7629420757293701
deepseek-r1:14b_test-primera_visita_6FC726D1-9369-4435-B443-192396C6B13E--chunked_temp_0.8.json,respuesta_primera_visita_6FC726D1-9369-4435-B443-192396C6B13E.txt_with_template.txt,0.06354332993655619,0.09386281588447654,0.014492753623188408,0.057761732851985555,0.7188991904258728,0.7103790044784546,0.714613676071167
deepseek-r1:14b_test-primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189--chunked_temp_0.8.json,respuesta_primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.10839609422887127,0.503448275862069,0.2041522491349481,0.27586206896551724,0.7948852181434631,0.7968937754631042,0.7958881855010986
llama3.2_test-primera_visita_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D-few-shot_examples_temp_0.8.json,respuesta_primera_visita_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.13860796619707474,0.40460526315789475,0.15511551155115513,0.19407894736842107,0.7450153827667236,0.7624719142913818,0.7536425590515137
deepseek-r1:14b_test-primera_visita_72B5880F-98BD-4656-8EB8-D0749915ED27-template_temp_0.2.json,respuesta_primera_visita_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.07583599823283363,0.10921501706484642,0.0136986301369863,0.06825938566552903,0.6992987394332886,0.7046858072280884,0.7019819617271423
llama3.2_test-primera_visita_67272595-F178-4764-B680-7E6408069649-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_67272595-F178-4764-B680-7E6408069649.txt_with_template.txt,0.138918003810863,0.44633730834752977,0.1641025641025641,0.1839863713798978,0.7637674808502197,0.7559598684310913,0.7598435878753662
deepseek-r1:14b_test-consulta_068FE9E4-971F-40C5-9473-33BA61FDB234--chunked_temp_0.2.json,respuesta_consulta_068FE9E4-971F-40C5-9473-33BA61FDB234.txt_with_template.txt,0.036453250040957064,0.04987531172069825,0.0,0.03491271820448878,0.6638351678848267,0.6505650281906128,0.6571331024169922
mistral_test-consulta_C3DF5E9A-7850-41B2-B652-05858D22AA7F-few-shot_examples_temp_0.2.json,respuesta_consulta_C3DF5E9A-7850-41B2-B652-05858D22AA7F.txt_with_template.txt,0.07479679737254391,0.25567010309278354,0.04968944099378882,0.14020618556701028,0.5982520580291748,0.6481945514678955,0.6222227811813354
llama3.2_test-consulta_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06-template_temp_0.8.json,respuesta_consulta_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.11118357530029715,0.3712784588441331,0.10193321616871705,0.15061295971978986,0.7179243564605713,0.7136629819869995,0.7157873511314392
phi4_test-primera_visita_DC089D0E-199C-4175-A397-FDC478446E22-few-shot_examples_temp_0.8.json,respuesta_primera_visita_DC089D0E-199C-4175-A397-FDC478446E22.txt_with_template.txt,0.0671672488618626,0.12244897959183675,0.024590163934426233,0.07346938775510205,0.7385011315345764,0.7328449487686157,0.7356621623039246
qwen:14b_test-consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C-few-shot_examples_temp_0.8.json,respuesta_consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C.txt_with_template.txt,0.02260272241454461,0.19576719576719573,0.02127659574468085,0.12698412698412698,0.6439635753631592,0.6267416477203369,0.6352359056472778
llama3.1_test-consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D-template_temp_0.2.json,respuesta_consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.10536636933729608,0.3620981387478849,0.12224108658743633,0.1996615905245347,0.7371737957000732,0.7437349557876587,0.7404398918151855
llama3.2_test-consulta_94C58E41-5BFE-402B-92C0-18888CD824E4-stepwise_refinement_temp_0.8.json,respuesta_consulta_94C58E41-5BFE-402B-92C0-18888CD824E4.txt_with_template.txt,0.16456164803060577,0.4479717813051146,0.2194690265486726,0.26455026455026454,0.6544129848480225,0.685442328453064,0.6695683598518372
llama3.1_test-consulta_E1706C92-574B-4C9A-97FD-633412F357E0-chain_of_thought_temp_0.8.json,respuesta_consulta_E1706C92-574B-4C9A-97FD-633412F357E0.txt_with_template.txt,0.10686743956938671,0.37984496124031003,0.11284046692607004,0.17829457364341084,0.7456241250038147,0.7403005361557007,0.7429527640342712
deepseek-r1:8b_test-consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6-few-shot_examples_temp_0.2.json,respuesta_consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6.txt_with_template.txt,0.05645883479255819,0.05761316872427984,0.0,0.03292181069958847,0.6620510220527649,0.6694118976593018,0.6657111048698425
deepseek-r1:14b_test-primera_visita_6FC726D1-9369-4435-B443-192396C6B13E-chain_of_thought_temp_0.2.json,respuesta_primera_visita_6FC726D1-9369-4435-B443-192396C6B13E.txt_with_template.txt,0.044463193534853854,0.06981519507186859,0.004123711340206186,0.03696098562628337,0.6318838596343994,0.6416643857955933,0.6367365717887878
phi4_test-primera_visita_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F-chain_of_thought_temp_0.8.json,respuesta_primera_visita_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F.txt_with_template.txt,0.1358428126218773,0.39460370994940974,0.1455160744500846,0.19224283305227657,0.7351826429367065,0.7440418004989624,0.7395856976509094
mistral_test-consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D--chunked_temp_0.2.json,respuesta_consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.14600832691489282,0.4560747663551402,0.17636022514071295,0.2130841121495327,0.7593401670455933,0.7299576997756958,0.7443590760231018
deepseek-r1:8b_test-consulta_DC089D0E-199C-4175-A397-FDC478446E22-few-shot_examples_temp_0.8.json,respuesta_consulta_DC089D0E-199C-4175-A397-FDC478446E22.txt_with_template.txt,0.07625985049183306,0.10666666666666666,0.022944550669216062,0.06857142857142857,0.6790387630462646,0.6904836893081665,0.6847134232521057
deepseek-r1:14b_test-consulta_3B34F1DD-879D-4C07-AC67-546A0C47319E-stepwise_refinement_temp_0.8.json,respuesta_consulta_3B34F1DD-879D-4C07-AC67-546A0C47319E.txt_with_template.txt,0.003348952271226668,0.03498542274052478,0.0,0.023323615160349857,0.6543030738830566,0.5885095000267029,0.61966472864151
mistral_test-consulta_C3DF5E9A-7850-41B2-B652-05858D22AA7F-few-shot_examples_temp_0.8.json,respuesta_consulta_C3DF5E9A-7850-41B2-B652-05858D22AA7F.txt_with_template.txt,0.061591758932190974,0.07578947368421053,0.004228329809725158,0.042105263157894736,0.6387615203857422,0.6126359105110168,0.6254260540008545
mistral_test-consulta_3B34F1DD-879D-4C07-AC67-546A0C47319E-few-shot_examples_temp_0.8.json,respuesta_consulta_3B34F1DD-879D-4C07-AC67-546A0C47319E.txt_with_template.txt,0.0027041050563452467,0.13813813813813813,0.024169184290030215,0.09009009009009009,0.6794663667678833,0.6221578121185303,0.6495504975318909
llama3.1_test-consulta_94966A31-A634-4A23-BF92-F4CAC47BB189-template_temp_0.8.json,respuesta_consulta_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.09116288702318641,0.3302063789868668,0.04896421845574388,0.16135084427767352,0.717932939529419,0.709717333316803,0.7138015627861023
qwen:14b_test-consulta_A7642DB6-E963-4E3E-B804-91BE49DFDBFE-stepwise_refinement_temp_0.8.json,respuesta_consulta_A7642DB6-E963-4E3E-B804-91BE49DFDBFE.txt_with_template.txt,0.01009004546990066,0.17682926829268292,0.01840490797546012,0.09146341463414634,0.6578917503356934,0.5997518301010132,0.6274778842926025
deepseek-r1:14b_test-primera_visita_C3DF5E9A-7850-41B2-B652-05858D22AA7F-chain_of_thought_temp_0.8.json,respuesta_primera_visita_C3DF5E9A-7850-41B2-B652-05858D22AA7F.txt_with_template.txt,0.060076805787834545,0.09704641350210971,0.00847457627118644,0.06751054852320676,0.7198374271392822,0.7133943438529968,0.7166013717651367
llama3.1_test-primera_visita_C3DF5E9A-7850-41B2-B652-05858D22AA7F-few-shot_examples_temp_0.8.json,respuesta_primera_visita_C3DF5E9A-7850-41B2-B652-05858D22AA7F.txt_with_template.txt,0.11636970599989845,0.40748440748440745,0.16701461377870563,0.16632016632016633,0.69515061378479,0.6831994652748108,0.689123272895813
phi4_test-primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.07213271553710295,0.1,0.016181229773462782,0.05806451612903226,0.725096583366394,0.7301874160766602,0.7276330590248108
mistral_test-consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D-template_temp_0.8.json,respuesta_consulta_5EEBC636-AAB1-43CE-9BBA-FE7F5233FF0D.txt_with_template.txt,0.100921601500443,0.3570127504553734,0.09872029250457039,0.16757741347905286,0.7178319692611694,0.6707672476768494,0.6935020685195923
qwen:14b_test-consulta_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F--chunked_temp_0.2.json,respuesta_consulta_8A71C7A0-6F38-4E12-8890-7AA3252AAF8F.txt_with_template.txt,0.06483715036892188,0.37962962962962965,0.13023255813953488,0.18518518518518517,0.7062659859657288,0.6553390026092529,0.679850161075592
qwen:14b_test-primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E-few-shot_examples_temp_0.8.json,respuesta_primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.016335067430548144,0.23466666666666666,0.058981233243967826,0.13866666666666666,0.6752000451087952,0.6250648498535156,0.6491659283638
llama3.2_test-primera_visita_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6-template_temp_0.8.json,respuesta_primera_visita_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6.txt_with_template.txt,0.10648733182217106,0.3278688524590164,0.09566517189835576,0.14008941877794337,0.7164729237556458,0.7067657709121704,0.7115861773490906
mistral_test-consulta_72B5880F-98BD-4656-8EB8-D0749915ED27-chain_of_thought_temp_0.2.json,respuesta_consulta_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.034678954513156356,0.04081632653061225,0.0,0.027210884353741496,0.6583757400512695,0.6277227997779846,0.6426840424537659
mistral_test-consulta_94C58E41-5BFE-402B-92C0-18888CD824E4--chunked_temp_0.2.json,respuesta_consulta_94C58E41-5BFE-402B-92C0-18888CD824E4.txt_with_template.txt,0.2320534116898663,0.5475792988313857,0.31825795644891125,0.3806343906510852,0.7811774611473083,0.7842501401901245,0.7827107906341553
phi4_test-primera_visita_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B--chunked_temp_0.8.json,respuesta_primera_visita_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B.txt_with_template.txt,0.1291447525310258,0.545171339563863,0.25312500000000004,0.2772585669781931,0.7706831693649292,0.7666988968849182,0.7686858773231506
deepseek-r1:14b_test-primera_visita_72B5880F-98BD-4656-8EB8-D0749915ED27-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.07583599823283363,0.10921501706484642,0.0136986301369863,0.06825938566552903,0.6992987394332886,0.7046858072280884,0.7019819617271423
phi4_test-primera_visita_3B34F1DD-879D-4C07-AC67-546A0C47319E-stepwise_refinement_temp_0.8.json,respuesta_primera_visita_3B34F1DD-879D-4C07-AC67-546A0C47319E.txt_with_template.txt,0.07811762393491962,0.08446455505279035,0.015128593040847202,0.05128205128205129,0.6960450410842896,0.6976464986801147,0.6968448162078857
llama3.1_test-primera_visita_D4D0DC26-BA1A-42AB-890F-75FAFFD7A2BC-chain_of_thought_temp_0.2.json,respuesta_primera_visita_D4D0DC26-BA1A-42AB-890F-75FAFFD7A2BC.txt_with_template.txt,0.13702955182623755,0.5183887915936952,0.23198594024604569,0.2626970227670753,0.7656852602958679,0.7684464454650879,0.7670633792877197
qwen:14b_test-consulta_3B34F1DD-879D-4C07-AC67-546A0C47319E-template_temp_0.8.json,respuesta_consulta_3B34F1DD-879D-4C07-AC67-546A0C47319E.txt_with_template.txt,0.016515280841587973,0.2074468085106383,0.026737967914438505,0.09042553191489362,0.6476811170578003,0.6025451421737671,0.6242983937263489
qwen:14b_test-consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6-stepwise_refinement_temp_0.2.json,respuesta_consulta_B2D7B2AE-8C70-44D2-8182-304C48CA8BB6.txt_with_template.txt,0.030976520870444682,0.2711864406779661,0.019464720194647206,0.12590799031476996,0.6398323178291321,0.5927952527999878,0.6154162883758545
llama3.1_test-primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E-chain_of_thought_temp_0.2.json,respuesta_primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.16422107682847414,0.4658040665434381,0.25231910946196656,0.31792975970425136,0.7648091316223145,0.7471039295196533,0.7558528184890747
qwen:14b_test-primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06-few-shot_examples_temp_0.2.json,respuesta_primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.039936712117882425,0.32935560859188545,0.09112709832134293,0.15751789976133654,0.6928834915161133,0.6364246606826782,0.6634551286697388
deepseek-r1:14b_test-consulta_72B5880F-98BD-4656-8EB8-D0749915ED27-chain_of_thought_temp_0.8.json,respuesta_consulta_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.038287274267223614,0.07860262008733625,0.0,0.0480349344978166,0.6807335019111633,0.6695524454116821,0.6750966906547546
phi4_test-primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189-chain_of_thought_temp_0.8.json,respuesta_primera_visita_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.12625129501407897,0.507223113964687,0.1352657004830918,0.18940609951845905,0.7387531399726868,0.7439775466918945,0.7413561344146729
mistral_test-consulta_94966A31-A634-4A23-BF92-F4CAC47BB189-chain_of_thought_temp_0.2.json,respuesta_consulta_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.06718380079646669,0.05714285714285714,0.0,0.03571428571428571,0.6610668897628784,0.6282544136047363,0.6442431211471558
deepseek-r1:14b_test-consulta_94966A31-A634-4A23-BF92-F4CAC47BB189-template_temp_0.2.json,respuesta_consulta_94966A31-A634-4A23-BF92-F4CAC47BB189.txt_with_template.txt,0.0629478874516213,0.038297872340425525,0.004273504273504274,0.02978723404255319,0.6955513954162598,0.6844394207000732,0.689950704574585
mistral_test-consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C-few-shot_examples_temp_0.2.json,respuesta_consulta_62C2C95D-C4EE-4D78-BFAF-604E44981A7C.txt_with_template.txt,0.15403417222708662,0.41187384044526903,0.1340782122905028,0.22634508348794063,0.6875674724578857,0.7349036335945129,0.7104479670524597
phi4_test-consulta_72B5880F-98BD-4656-8EB8-D0749915ED27-chain_of_thought_temp_0.8.json,respuesta_consulta_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.09579102732275879,0.12649572649572652,0.0274442538593482,0.06837606837606838,0.7438392639160156,0.7523235082626343,0.7480573058128357
phi4_test-consulta_3B34F1DD-879D-4C07-AC67-546A0C47319E--chunked_temp_0.2.json,respuesta_consulta_3B34F1DD-879D-4C07-AC67-546A0C47319E.txt_with_template.txt,0.13627188335200874,0.5133239831697055,0.2109704641350211,0.28892005610098176,0.8077402710914612,0.8214026689529419,0.81451416015625
llama3.1_test-primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06-few-shot_examples_temp_0.2.json,respuesta_primera_visita_653B1D0B-9FB9-4D8C-9EAC-A735C81CAB06.txt_with_template.txt,0.10261141921693309,0.3817863397548161,0.09138840070298768,0.17863397548161125,0.7090706825256348,0.7105415463447571,0.7098053693771362
deepseek-r1:14b_test-consulta_72B5880F-98BD-4656-8EB8-D0749915ED27-stepwise_refinement_temp_0.2.json,respuesta_consulta_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.03141051065395799,0.06944444444444443,0.004651162790697674,0.041666666666666664,0.6719071865081787,0.6546716094017029,0.6631773710250854
llama3.2_test-consulta_67272595-F178-4764-B680-7E6408069649-chain_of_thought_temp_0.2.json,respuesta_consulta_67272595-F178-4764-B680-7E6408069649.txt_with_template.txt,0.0989294678771818,0.3333333333333333,0.06338028169014084,0.1649122807017544,0.6984630823135376,0.7109699249267578,0.7046610116958618
llama3.2_test-consulta_AA7F4069-3FAD-411E-AEDE-1D299321E3B8--chunked_temp_0.2.json,respuesta_consulta_AA7F4069-3FAD-411E-AEDE-1D299321E3B8.txt_with_template.txt,0.12526951913723197,0.4222222222222222,0.16728624535315986,0.2222222222222222,0.7350473403930664,0.71190345287323,0.7232903242111206
llama3.1_test-primera_visita_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B-few-shot_examples_temp_0.8.json,respuesta_primera_visita_D1CD8A5D-EBFB-4D37-9BB3-40BA996AC02B.txt_with_template.txt,0.16361257826522257,0.4496644295302013,0.1447811447811448,0.19798657718120802,0.7341411709785461,0.7255123257637024,0.7298012375831604
llama3.2_test-consulta_37580D0A-AFC1-4145-9E5E-D57E25B997DF-template_temp_0.2.json,respuesta_consulta_37580D0A-AFC1-4145-9E5E-D57E25B997DF.txt_with_template.txt,0.09585260884688454,0.2655935613682092,0.044444444444444446,0.14084507042253522,0.6381180286407471,0.6069417595863342,0.6221396327018738
llama3.2_test-primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E--chunked_temp_0.8.json,respuesta_primera_visita_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.22748116899129903,0.5967016491754124,0.37293233082706767,0.3628185907046477,0.7996845245361328,0.8185327053070068,0.8089988827705383
llama3.2_test-primera_visita_72B5880F-98BD-4656-8EB8-D0749915ED27-stepwise_refinement_temp_0.2.json,respuesta_primera_visita_72B5880F-98BD-4656-8EB8-D0749915ED27.txt_with_template.txt,0.1258360839448466,0.3593519882179676,0.09748892171344165,0.17378497790868924,0.7264482975006104,0.7318069934844971,0.7291178107261658
phi4_test-consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E-few-shot_examples_temp_0.2.json,respuesta_consulta_D99C6421-5D55-4FF3-86CC-3FED550B643E.txt_with_template.txt,0.06895862877569077,0.06785137318255251,0.003241491085899514,0.0420032310177706,0.705743670463562,0.7088174819946289,0.7072771787643433
